,age,workclass,fnlwgt
30794,19, Local-gov,354104
30795,34, Private,111985
30796,40, Local-gov,321187
30797,33, Private,138142
30798,36, Private,296999
30799,43, Private,155106
30800,41, Local-gov,174491
30801,34, State-gov,173266
30802,33, Private,25610
30803,47, Private,187563
30804,41, Private,196344
30805,40, Private,205047
30806,28, Private,715938
30807,62, Self-emp-not-inc,224520
30808,29, Private,229656
30809,46, Private,97883
30810,28, Private,131298
30811,57, Federal-gov,197875
30812,22, Private,172766
30813,28, Local-gov,175796
30814,24, Private,51973
30815,54, Self-emp-not-inc,28186
30816,22, Private,291979
30817,36, State-gov,180752
30818,50, Private,234657
30819,18, Private,39411
30820,52, State-gov,334273
30821,41, Private,192779
30822,21, ?,105312
30823,36, Private,171676
30824,34, Self-emp-not-inc,182714
30825,21, Private,231866
30826,46, Private,102102
30827,57, ?,50248
30828,61, Local-gov,195519
30829,22, State-gov,34310
30830,33, ?,314913
30831,36, State-gov,747719
30832,43, Local-gov,188280
30833,25, Private,110978
30834,17, Private,79682
30835,45, Private,294671
30836,30, Private,340899
30837,40, Private,192259
30838,31, Local-gov,190228
30839,42, Private,118947
30840,53, Private,55861
30841,37, Private,238433
30842,37, State-gov,166744
30843,54, Private,144586
30844,36, Private,134367
30845,46, Private,133616
30846,46, Private,203039
30847,32, Private,217460
30848,17, Private,106733
30849,42, State-gov,212027
30850,37, Local-gov,126569
30851,29, Private,289960
30852,54, Private,174102
30853,38, Private,181716
30854,46, Local-gov,172822
30855,24, Private,293091
30856,57, Private,107443
30857,59, Private,95283
30858,33, Private,65278
30859,35, Private,220943
30860,53, Private,257940
30861,26, Private,134945
30862,55, Self-emp-not-inc,105582
30863,46, Private,169324
30864,44, State-gov,98989
30865,30, Self-emp-not-inc,113838
30866,24, Private,143436
30867,32, Private,143604
30868,35, Private,226311
30869,67, Private,94610
30870,56, Self-emp-not-inc,26716
30871,26, Private,160261
30872,46, Private,117310
30873,52, Private,154342
30874,38, Self-emp-not-inc,89202
30875,31, Private,174704
30876,53, Private,153486
30877,27, Private,360097
30878,39, Private,230356
30879,22, Private,163870
30880,37, Private,199753
30881,20, Private,333505
30882,60, Local-gov,149281
30883,51, Private,138514
30884,57, Federal-gov,66504
30885,59, Private,206487
30886,37, Private,170020
30887,35, Private,217605
30888,43, Private,145711
30889,17, Private,169155
30890,45, Private,34127
30891,18, Private,110142
30892,52, Private,222646
30893,18, Private,182643
30894,20, Private,303565
30895,34, Private,140092
30896,19, Private,178811
30897,18, ?,267399
30898,17, Local-gov,192387
30899,30, Federal-gov,127610
30900,29, Private,258862
30901,30, Private,225231
30902,18, Private,174926
30903,50, State-gov,238187
30904,22, Private,191444
30905,21, Private,198822
30906,39, Self-emp-not-inc,251323
30907,20, Private,168187
30908,62, Private,370881
30909,32, Private,198183
30910,38, Private,210610
30911,32, Private,269182
30912,55, Private,141727
30913,38, Private,185848
30914,34, Private,46746
30915,28, Private,120475
30916,26, Private,135845
30917,41, Private,310255
30918,61, State-gov,379885
30919,75, Self-emp-not-inc,31428
30920,21, Private,211013
30921,50, Private,175029
30922,49, Self-emp-inc,119539
30923,26, Private,247025
30924,39, Private,252327
30925,24, Self-emp-not-inc,375313
30926,56, Private,107165
30927,17, Private,108470
30928,37, Private,150057
30929,23, Private,189468
30930,28, ?,198393
30931,57, Self-emp-not-inc,181031
30932,42, Local-gov,569930
30933,25, Private,27411
30934,22, Private,147397
30935,39, Private,242922
30936,54, Private,154949
30937,41, Self-emp-inc,423217
30938,43, Federal-gov,195385
30939,19, Private,100009
30940,35, Private,191628
30941,34, Private,340880
30942,19, Private,207173
30943,33, Private,48010
30944,33, Private,229051
30945,49, Private,193366
30946,31, Private,57781
30947,69, ?,121136
30948,41, Private,433989
30949,24, Private,136687
30950,45, State-gov,154117
30951,63, Private,294009
30952,75, Private,239038
30953,34, Private,244064
30954,69, Private,128348
30955,33, Private,66278
30956,44, Private,162643
30957,45, Private,179659
30958,18, Private,205218
30959,48, Private,154033
30960,43, Private,158528
30961,26, Private,366219
30962,35, Private,301862
30963,34, Private,228406
30964,48, Private,120131
30965,54, Local-gov,127943
30966,57, Private,301514
30967,21, Private,156980
30968,28, Private,124685
30969,51, Private,305673
30970,34, Local-gov,31391
30971,41, Local-gov,33658
30972,21, Private,211391
30973,26, Private,402998
30974,66, Private,78855
30975,40, Private,320451
30976,48, Private,49278
30977,44, ?,248876
30978,41, Private,242586
30979,41, Private,359696
30980,55, Local-gov,296085
30981,43, Private,233130
30982,51, Private,189511
30983,31, Private,124420
30984,30, Self-emp-not-inc,67072
30985,51, Private,194908
30986,31, Local-gov,94991
30987,18, Private,194561
30988,60, Private,75726
30989,29, Private,60722
30990,33, Private,59944
30991,34, Private,220840
30992,40, Self-emp-inc,104235
30993,57, Private,142714
30994,55, Local-gov,110490
30995,40, Self-emp-not-inc,154076
30996,26, State-gov,130557
30997,29, Private,107108
30998,30, Private,207172
30999,29, Private,304595
31000,43, Private,475322
31001,65, Private,107620
31002,19, Private,301911
31003,35, Private,267866
31004,28, Private,269786
31005,34, Private,167474
31006,61, Private,115023
31007,63, Local-gov,86590
31008,47, State-gov,187087
31009,31, Private,184307
31010,18, Private,225859
31011,29, Private,57889
31012,59, Private,157932
31013,50, Private,187830
31014,49, Private,251180
31015,60, Private,317083
31016,35, Self-emp-not-inc,190895
31017,48, Federal-gov,328606
31018,21, ?,403860
31019,41, Private,215479
31020,56, Private,157639
31021,26, Private,152129
31022,53, Private,239284
31023,23, Private,234302
31024,58, Private,218724
31025,61, Private,106330
31026,29, Private,35032
31027,22, Private,234641
31028,43, Private,170730
31029,31, Private,218322
31030,90, Private,47929
31031,53, Private,142411
31032,22, ?,219122
31033,55, Private,132887
31034,34, State-gov,44464
31035,28, Private,180928
31036,22, ?,199426
31037,36, Private,139703
31038,33, Private,202642
31039,17, Private,160049
31040,38, Private,239755
31041,60, Private,152369
31042,34, Private,42900
31043,72, ?,117017
31044,57, Private,175017
31045,39, Private,342642
31046,50, Self-emp-not-inc,143730
31047,45, Private,191098
31048,37, Private,208106
31049,27, Private,167737
31050,43, Private,315971
31051,41, Private,142717
31052,20, Private,190227
31053,44, Private,79864
31054,50, Private,34067
31055,54, Private,222882
31056,31, Private,44464
31057,33, Private,256062
31058,22, Private,251073
31059,46, Private,149949
31060,30, Private,165235
31061,22, ?,243190
31062,59, ?,160662
31063,57, Self-emp-not-inc,175942
31064,26, Private,212793
31065,52, Local-gov,153312
31066,55, Local-gov,173296
31067,47, Private,120131
31068,19, Private,117444
31069,26, Private,226196
31070,44, Private,202872
31071,42, Private,176716
31072,39, Private,82540
31073,17, ?,41643
31074,26, Private,197292
31075,26, Private,76491
31076,50, Self-emp-inc,101094
31077,46, Self-emp-not-inc,119944
31078,18, Private,141626
31079,26, Private,122575
31080,32, Private,194740
31081,50, Private,263200
31082,47, Local-gov,140644
31083,52, Private,202115
31084,25, Federal-gov,27142
31085,42, Local-gov,318046
31086,53, Private,276369
31087,30, Private,67187
31088,23, Private,133582
31089,23, Private,216672
31090,32, Private,45796
31091,29, Self-emp-inc,31778
31092,40, Private,190044
31093,45, State-gov,144351
31094,17, ?,172145
31095,55, Private,193130
31096,59, Local-gov,140478
31097,56, Private,122390
31098,23, Private,116830
31099,37, Local-gov,117683
31100,25, Private,106491
31101,22, ?,39803
31102,27, Private,363053
31103,21, Private,54472
31104,47, Local-gov,200471
31105,38, Private,54317
31106,62, Local-gov,113443
31107,27, Private,159623
31108,25, ?,161235
31109,27, Private,247978
31110,40, Private,305846
31111,22, Self-emp-not-inc,214014
31112,33, Private,226525
31113,28, Private,247819
31114,28, Private,194940
31115,29, Private,289991
31116,46, Private,585361
31117,30, Private,91145
31118,65, ?,231604
31119,28, Private,273269
31120,39, Private,202683
31121,35, Private,159179
31122,50, Private,28952
31123,25, ?,214925
31124,63, Private,163708
31125,56, Private,200235
31126,46, Private,109209
31127,19, Private,166153
31128,56, Local-gov,268213
31129,31, Private,69056
31130,51, State-gov,237141
31131,17, Private,277541
31132,27, Local-gov,289039
31133,30, Private,134737
31134,18, Private,56613
31135,41, Private,36699
31136,40, Local-gov,333530
31137,35, Private,185366
31138,29, Private,154017
31139,27, Private,215504
31140,25, Private,222539
31141,53, Private,191565
31142,53, Private,111939
31143,26, State-gov,53903
31144,41, Private,146659
31145,28, Private,194200
31146,48, State-gov,78529
31147,22, Private,194829
31148,40, Federal-gov,330174
31149,52, Self-emp-inc,230767
31150,53, Local-gov,137250
31151,40, Private,254478
31152,57, Private,300908
31153,53, Self-emp-not-inc,187830
31154,23, Private,201138
31155,31, Self-emp-not-inc,44503
31156,20, Private,381357
31157,25, Private,311124
31158,37, Private,96330
31159,50, Private,228238
31160,34, Self-emp-not-inc,56964
31161,37, Private,127772
31162,52, Private,386397
31163,29, Self-emp-not-inc,404998
31164,49, Private,34545
31165,31, Private,157886
31166,47, Private,101299
31167,51, Self-emp-not-inc,134447
31168,27, Private,191822
31169,23, Private,70919
31170,55, Private,266343
31171,28, Private,87239
31172,31, Local-gov,236487
31173,30, Private,224147
31174,23, Private,197200
31175,19, Private,124265
31176,22, Private,79980
31177,50, Private,128814
31178,64, ?,208862
31179,21, Private,51262
31180,75, Self-emp-inc,98116
31181,29, Private,82393
31182,47, Private,57534
31183,20, Private,218962
31184,33, Private,204752
31185,45, Private,243631
31186,41, Private,170299
31187,23, Private,60331
31188,38, Private,269318
31189,67, State-gov,132819
31190,21, Private,119665
31191,38, Private,150057
31192,31, Private,128567
31193,19, ?,230874
31194,59, Self-emp-not-inc,148526
31195,36, Private,160192
31196,50, Local-gov,74660
31197,60, Self-emp-inc,142494
31198,30, Private,122042
31199,28, Self-emp-inc,37088
31200,36, Private,61778
31201,21, ?,176356
31202,27, Private,123302
31203,18, Private,89760
31204,44, Local-gov,165304
31205,56, Private,104945
31206,51, Self-emp-inc,192973
31207,48, Private,97863
31208,31, Private,73585
31209,35, Private,29145
31210,35, Private,175232
31211,36, Private,325374
31212,47, Self-emp-not-inc,107231
31213,23, Private,129345
31214,21, Private,228395
31215,49, Private,452402
31216,51, Self-emp-inc,338260
31217,46, Private,165138
31218,31, Private,109055
31219,27, Private,193122
31220,56, ?,425497
31221,48, Private,191858
31222,30, Private,297155
31223,29, Local-gov,181282
31224,50, Federal-gov,111700
31225,18, Private,35065
31226,37, Private,298539
31227,51, Self-emp-not-inc,95435
31228,31, Private,162160
31229,29, Private,176037
31230,39, Private,314007
31231,48, Private,197683
31232,44, Private,242521
31233,39, Private,290321
31234,22, Local-gov,44064
31235,27, ?,174163
31236,42, Private,374790
31237,18, Private,231562
31238,27, Private,376150
31239,51, Private,99987
31240,27, Self-emp-not-inc,120126
31241,60, Self-emp-not-inc,33717
31242,36, Private,132879
31243,45, Private,304570
31244,40, Private,100292
31245,63, Private,117473
31246,41, Private,239833
31247,53, ?,155233
31248,34, Private,130369
31249,34, Private,347166
31250,31, Private,502752
31251,22, State-gov,255575
31252,49, Private,277946
31253,43, ?,214541
31254,36, Private,143123
31255,27, Private,69132
31256,52, Self-emp-not-inc,34973
31257,29, Private,236992
31258,27, Private,492263
31259,42, Private,180019
31260,49, Self-emp-not-inc,47086
31261,24, Private,222853
31262,22, Private,344176
31263,30, Self-emp-not-inc,223212
31264,28, Private,110981
31265,20, Private,162688
31266,45, Self-emp-inc,181307
31267,39, Private,148903
31268,43, Private,306440
31269,18, Private,210311
31270,53, Private,127117
31271,74, Private,54732
31272,39, Private,271521
31273,33, ?,216908
31274,49, Private,543922
31275,21, Private,766115
31276,65, ?,52728
31277,39, Private,284166
31278,49, Private,122206
31279,20, ?,95989
31280,47, Private,334039
31281,46, Self-emp-not-inc,225456
31282,29, Private,112847
31283,61, Self-emp-not-inc,171840
31284,48, Private,180695
31285,44, Private,121012
31286,37, Self-emp-inc,126569
31287,45, Private,227791
31288,51, Self-emp-not-inc,290290
31289,33, Local-gov,251521
31290,55, Self-emp-not-inc,41938
31291,25, Private,27678
31292,26, Private,133756
31293,54, Private,215990
31294,38, Private,461337
31295,39, Local-gov,344855
31296,20, State-gov,214542
31297,30, Private,258170
31298,29, Federal-gov,242147
31299,42, Private,235700
31300,24, Private,278130
31301,36, Private,261241
31302,60, Private,85995
31303,42, Private,340885
31304,42, Private,152889
31305,46, Private,195023
31306,52, State-gov,109600
31307,27, ?,249463
31308,43, Private,158177
31309,43, State-gov,47818
31310,27, Private,391468
31311,52, Local-gov,199995
31312,31, Private,231043
31313,38, ?,281768
31314,44, Private,267790
31315,27, Private,217379
31316,50, Private,421561
31317,23, Private,50953
31318,22, Private,138504
31319,36, State-gov,177064
31320,24, Private,103064
31321,59, Private,184493
31322,39, Private,104089
31323,23, Private,149204
31324,37, Private,405284
31325,25, Local-gov,137296
31326,40, Private,87771
31327,38, State-gov,125499
31328,31, Private,59083
31329,28, Local-gov,138332
31330,24, Private,198914
31331,46, Local-gov,238162
31332,29, Private,123677
31333,38, Federal-gov,325538
31334,53, Private,251063
31335,33, Private,51471
31336,39, Private,175681
31337,44, Private,165599
31338,46, Private,149640
31339,30, Private,143526
31340,24, Private,211160
31341,29, Private,342989
31342,62, Self-emp-not-inc,173631
31343,25, Private,141876
31344,45, Private,137604
31345,21, Private,129232
31346,64, Federal-gov,271550
31347,39, Private,456922
31348,60, Private,232242
31349,35, Private,352188
31350,27, Private,114967
31351,41, Private,201981
31352,32, State-gov,159247
31353,24, Private,125905
31354,32, Private,186824
31355,42, Local-gov,121012
31356,58, Private,110844
31357,23, Private,143003
31358,31, Federal-gov,59732
31359,28, Private,178489
31360,41, ?,252127
31361,37, Private,109633
31362,19, Private,160811
31363,27, Self-emp-not-inc,365110
31364,61, Self-emp-not-inc,113080
31365,39, Private,206074
31366,25, Private,173062
31367,58, Private,117273
31368,27, Self-emp-not-inc,153805
31369,51, Private,293802
31370,43, Local-gov,153132
31371,46, Private,166809
31372,67, ?,34122
31373,50, Local-gov,231725
31374,20, Private,63210
31375,35, Private,108293
31376,57, Private,116878
31377,40, Private,110622
31378,42, Local-gov,180318
31379,67, Self-emp-inc,112318
31380,47, Private,252079
31381,30, Private,27153
31382,26, Private,73312
31383,51, Private,145409
31384,38, Private,167882
31385,24, Private,236696
31386,48, Self-emp-not-inc,28791
31387,34, State-gov,118551
31388,70, Private,187292
31389,35, Private,189922
31390,61, ?,584259
31391,26, Private,173992
31392,64, Private,253759
31393,26, Private,111243
31394,39, Self-emp-not-inc,147850
31395,55, Private,171015
31396,23, Private,118023
31397,33, Self-emp-not-inc,361497
31398,31, Private,137290
31399,28, Local-gov,401886
31400,50, Private,201882
31401,26, Local-gov,30793
31402,44, Federal-gov,139161
31403,51, Private,210736
31404,34, Private,167781
31405,37, Private,103986
31406,29, Private,144592
31407,24, Private,493034
31408,27, Private,184078
31409,44, Private,191814
31410,24, Private,329852
31411,54, Private,223660
31412,47, Private,177087
31413,30, Private,143766
31414,35, Private,234271
31415,39, Federal-gov,314822
31416,42, Private,195584
31417,70, Self-emp-inc,207938
31418,41, Private,126850
31419,36, Private,279485
31420,44, Private,267717
31421,42, ?,175935
31422,20, Private,163665
31423,29, Private,200468
31424,27, Private,91501
31425,30, Private,182771
31426,59, Self-emp-not-inc,56392
31427,31, Private,20511
31428,21, Private,538822
31429,26, Private,332008
31430,57, Self-emp-inc,220789
31431,59, Self-emp-not-inc,114760
31432,87, ?,90338
31433,25, Private,181576
31434,39, Private,198841
31435,53, Private,53197
31436,32, State-gov,542265
31437,38, Private,193026
31438,21, Private,25505
31439,17, Private,375657
31440,44, Private,201599
31441,23, Private,181820
31442,57, Private,334224
31443,30, State-gov,54318
31444,51, Self-emp-not-inc,141388
31445,54, Self-emp-not-inc,57101
31446,44, Private,168515
31447,60, Private,163665
31448,28, Private,207513
31449,39, Private,293291
31450,55, Private,70088
31451,36, Private,199346
31452,55, Local-gov,143949
31453,33, Private,207201
31454,30, Private,430283
31455,40, Local-gov,293809
31456,30, Private,378009
31457,40, Private,226608
31458,24, Private,314182
31459,18, Private,170544
31460,18, Private,94196
31461,49, Private,193047
31462,42, Private,112607
31463,28, Local-gov,146949
31464,32, Private,309513
31465,48, Self-emp-not-inc,191389
31466,24, Private,213902
31467,73, Self-emp-not-inc,46514
31468,35, Private,75855
31469,23, Private,38707
31470,19, Private,188568
31471,27, Private,215014
31472,27, Private,184477
31473,41, Self-emp-not-inc,204235
31474,31, Private,39054
31475,64, Self-emp-inc,272531
31476,45, Private,358701
31477,47, Private,217750
31478,22, Private,200374
31479,24, Private,498349
31480,69, State-gov,170458
31481,40, Self-emp-not-inc,57233
31482,45, Private,188432
31483,47, Self-emp-not-inc,33300
31484,31, Private,225779
31485,48, Private,46677
31486,41, Private,227968
31487,34, Private,85355
31488,48, Private,207120
31489,28, Local-gov,229223
31490,20, Private,224640
31491,39, Private,139012
31492,40, Federal-gov,130749
31493,28, Private,204516
31494,20, Private,105479
31495,41, Private,197093
31496,49, Self-emp-inc,431245
31497,24, Private,155150
31498,35, State-gov,216035
31499,22, Private,388247
31500,23, Private,208908
31501,23, Private,259301
31502,42, Self-emp-not-inc,69333
31503,34, Private,167893
31504,32, Federal-gov,386877
31505,54, Private,146551
31506,48, Private,238360
31507,38, Private,187748
31508,48, State-gov,50748
31509,22, Private,50136
31510,42, Private,111483
31511,31, Private,298871
31512,27, Private,147340
31513,57, Private,132704
31514,46, State-gov,327786
31515,44, Federal-gov,243636
31516,42, Local-gov,194417
31517,24, Private,236696
31518,38, Private,337130
31519,29, Private,273051
31520,38, Private,186191
31521,33, Private,268451
31522,61, Private,154600
31523,49, Local-gov,405309
31524,51, Self-emp-not-inc,99185
31525,42, Private,191765
31526,21, Private,253583
31527,29, ?,297054
31528,54, Private,204397
31529,23, Private,288771
31530,52, Private,173987
31531,28, Local-gov,33662
31532,23, Private,91658
31533,43, Private,226902
31534,45, Private,232586
31535,51, Self-emp-not-inc,291755
31536,29, ?,207032
31537,23, Private,161478
31538,73, Self-emp-not-inc,109833
31539,47, Self-emp-not-inc,229394
31540,61, ?,69285
31541,26, Private,491862
31542,40, Private,311534
31543,32, Self-emp-not-inc,420895
31544,39, Private,226374
31545,33, Federal-gov,101345
31546,35, Private,48779
31547,42, Private,152676
31548,46, Private,164877
31549,33, Private,97521
31550,47, Private,88564
31551,33, Private,188246
31552,26, Private,189185
31553,42, State-gov,163069
31554,28, Private,251905
31555,29, Private,112403
31556,18, Private,36882
31557,33, Self-emp-not-inc,195891
31558,36, Private,194905
31559,33, Private,133503
31560,40, Private,31621
31561,57, Self-emp-not-inc,413373
31562,40, Private,196029
31563,36, Private,107302
31564,45, Private,151267
31565,52, Private,256861
31566,24, Private,82777
31567,30, Private,147430
31568,28, ?,60726
31569,46, Self-emp-not-inc,165754
31570,36, Private,448337
31571,48, Private,185079
31572,36, Private,418702
31573,48, Private,41504
31574,21, Private,387335
31575,18, Private,261720
31576,38, Private,133963
31577,66, ?,357750
31578,36, State-gov,179488
31579,38, Private,60135
31580,55, Self-emp-not-inc,308746
31581,27, Private,278720
31582,22, State-gov,477505
31583,29, Private,164711
31584,40, Private,208277
31585,21, Private,39943
31586,49, Private,104542
31587,29, Private,286634
31588,28, Private,142712
31589,26, Private,336404
31590,33, Private,117983
31591,72, ?,108796
31592,59, Private,59469
31593,37, Private,171968
31594,56, ?,119254
31595,27, Private,278617
31596,39, Private,72338
31597,49, Local-gov,343231
31598,30, Private,63910
31599,28, Private,190350
31600,25, State-gov,176162
31601,18, Private,37720
31602,25, Private,421467
31603,36, Private,138441
31604,52, Private,146767
31605,20, ?,369678
31606,25, Private,160445
31607,26, Private,211695
31608,50, Private,102346
31609,48, Private,128796
31610,39, Private,111129
31611,30, Local-gov,44566
31612,26, Private,118497
31613,36, Private,334291
31614,49, Private,237920
31615,34, Local-gov,136331
31616,28, Private,187397
31617,28, Self-emp-not-inc,119793
31618,42, Private,24982
31619,26, Self-emp-not-inc,231714
31620,54, Private,229272
31621,66, ?,68219
31622,61, Self-emp-not-inc,268831
31623,45, Self-emp-not-inc,149640
31624,29, Private,261725
31625,74, Private,161387
31626,61, Local-gov,260167
31627,27, Private,200928
31628,53, Federal-gov,155594
31629,57, Self-emp-not-inc,79539
31630,41, Private,469454
31631,45, Private,331482
31632,43, Private,225193
31633,26, ?,370727
31634,29, Private,82393
31635,65, ?,37170
31636,41, Private,58484
31637,31, Local-gov,156464
31638,50, Private,344621
31639,52, Private,174752
31640,18, Self-emp-inc,174202
31641,26, Private,261203
31642,57, Private,316000
31643,63, State-gov,216871
31644,29, Private,246933
31645,32, Self-emp-not-inc,112115
31646,34, Private,264651
31647,43, Private,99185
31648,39, Private,176186
31649,28, Private,100219
31650,32, Private,46691
31651,28, State-gov,297735
31652,40, Private,132222
31653,25, Private,189656
31654,54, Local-gov,224934
31655,48, Self-emp-inc,149218
31656,51, Private,158508
31657,67, State-gov,261203
31658,17, Private,309504
31659,24, State-gov,324637
31660,25, Private,267426
31661,68, ?,229016
31662,54, Private,46401
31663,32, Private,114288
31664,61, ?,203849
31665,41, Federal-gov,193882
31666,53, Private,311269
31667,45, Private,156117
31668,64, ?,169917
31669,51, Private,222615
31670,41, State-gov,106900
31671,40, Federal-gov,78036
31672,27, Private,380560
31673,41, Private,167106
31674,51, Private,289436
31675,36, Private,749636
31676,34, Self-emp-inc,154120
31677,43, Private,105119
31678,61, Federal-gov,181081
31679,31, Private,182237
31680,34, Private,102130
31681,43, Private,266324
31682,52, Private,170562
31683,18, Private,240543
31684,37, Federal-gov,187046
31685,60, Private,389254
31686,47, Private,179955
31687,21, Private,197997
31688,34, Self-emp-inc,343789
31689,28, Private,191088
31690,40, Local-gov,141649
31691,26, Private,433906
31692,48, Private,207982
31693,46, Private,175925
31694,58, Private,85767
31695,32, Self-emp-inc,281030
31696,90, ?,313986
31697,38, Private,396595
31698,20, ?,189203
31699,43, Self-emp-not-inc,163108
31700,17, Private,141590
31701,36, Private,137421
31702,36, Private,67728
31703,30, Private,345522
31704,45, Private,330087
31705,51, Self-emp-not-inc,204322
31706,29, Private,50295
31707,35, Self-emp-not-inc,147258
31708,19, Private,194260
31709,56, Private,437727
31710,64, ?,34100
31711,62, ?,186611
31712,24, Private,280960
31713,33, Private,33117
31714,43, Private,169628
31715,22, State-gov,124942
31716,44, Private,143368
31717,37, Private,255621
31718,34, Self-emp-inc,154227
31719,43, Private,171438
31720,39, Private,191524
31721,30, Private,377017
31722,58, Private,192806
31723,31, ?,259120
31724,45, Local-gov,234195
31725,30, Private,147596
31726,42, Private,147251
31727,50, Private,176157
31728,25, Local-gov,176162
31729,34, Private,384150
31730,50, Private,107665
31731,72, ?,82635
31732,60, State-gov,165827
31733,41, Private,287306
31734,71, Self-emp-not-inc,78786
31735,40, Self-emp-not-inc,33310
31736,22, Private,349368
31737,52, Private,117674
31738,30, Private,310889
31739,36, ?,187167
31740,40, Private,379919
31741,31, Federal-gov,34862
31742,44, Private,201723
31743,38, Local-gov,161463
31744,46, Private,186410
31745,57, Federal-gov,62020
31746,39, Private,42044
31747,42, Private,170230
31748,43, Private,341358
31749,22, Private,199426
31750,44, Private,89172
31751,22, ?,148955
31752,37, Private,140673
31753,20, ?,71788
31754,26, State-gov,326033
31755,35, Private,129305
31756,28, Private,171067
31757,34, Private,143582
31758,17, ?,171461
31759,18, Private,257980
31760,25, Private,182866
31761,44, Self-emp-inc,69333
31762,61, Private,668362
31763,39, Private,132879
31764,61, Private,181219
31765,19, ?,166018
31766,22, Private,120518
31767,19, Private,183532
31768,45, Private,49298
31769,20, Private,157332
31770,37, Private,213726
31771,26, Private,31143
31772,17, ?,256173
31773,26, Private,184872
31774,58, Private,202652
31775,61, ?,101602
31776,64, Private,60940
31777,19, Private,292590
31778,36, Private,141420
31779,47, Private,159389
31780,62, Private,254534
31781,36, State-gov,89508
31782,38, Self-emp-not-inc,238980
31783,54, Private,178946
31784,31, Private,204752
31785,26, Private,290213
31786,50, Private,102615
31787,41, Private,291965
31788,52, Local-gov,175339
31789,28, Private,90547
31790,23, ?,449101
31791,46, Self-emp-not-inc,101722
31792,32, ?,981628
31793,59, ?,147989
31794,30, Self-emp-inc,204470
31795,58, Local-gov,311409
31796,31, Private,190027
31797,36, Private,218015
31798,31, State-gov,77634
31799,52, Self-emp-not-inc,42984
31800,29, Private,413297
31801,48, Self-emp-not-inc,218835
31802,30, Private,341051
31803,58, Private,252419
31804,20, Federal-gov,347935
31805,19, Private,237848
31806,63, Private,174826
31807,51, Self-emp-not-inc,170086
31808,53, Private,470368
31809,54, Federal-gov,75235
31810,35, ?,35854
31811,26, Private,746432
31812,47, Self-emp-not-inc,258498
31813,44, Private,176063
31814,80, Self-emp-not-inc,26865
31815,55, Private,104724
31816,43, Private,346321
31817,49, Private,402462
31818,27, Private,153078
31819,42, Private,176063
31820,39, Private,451059
31821,36, ?,229533
31822,32, Private,106437
31823,58, Local-gov,294313
31824,63, Private,67903
31825,49, Private,133669
31826,36, Self-emp-inc,251730
31827,46, Private,72896
31828,47, Private,155664
31829,39, Private,206520
31830,33, Private,72338
31831,43, Local-gov,34640
31832,30, Private,236543
31833,39, Local-gov,43702
31834,44, Private,335248
31835,27, Private,198197
31836,80, ?,281768
31837,31, Private,160594
31838,34, Local-gov,231826
31839,28, Private,188171
31840,55, Private,125000
31841,36, Private,166509
31842,42, Private,402367
31843,67, Local-gov,204123
31844,53, Self-emp-inc,220786
31845,43, Private,254146
31846,29, Local-gov,152461
31847,19, Private,223669
31848,51, Private,120270
31849,21, Self-emp-not-inc,304602
31850,54, Private,24108
31851,42, Self-emp-not-inc,32546
31852,41, Private,93885
31853,28, Private,210765
31854,31, Private,191276
31855,82, Self-emp-not-inc,71438
31856,23, Private,330571
31857,40, Local-gov,138634
31858,35, Private,112264
31859,24, Private,205865
31860,21, Private,224640
31861,27, Private,180758
31862,29, ?,499935
31863,40, Self-emp-not-inc,107762
31864,17, Private,214787
31865,27, Private,211032
31866,34, Private,208353
31867,18, Private,157273
31868,39, Private,75891
31869,34, Self-emp-inc,177675
31870,44, Private,182370
31871,18, ?,200525
31872,39, Private,174242
31873,28, Private,95566
31874,30, Private,30290
31875,60, Private,240951
31876,58, Private,183810
31877,49, Private,94342
31878,61, Self-emp-inc,148577
31879,27, Private,103634
31880,59, Self-emp-not-inc,83542
31881,52, Federal-gov,76131
31882,42, Federal-gov,262402
31883,27, Private,198286
31884,41, Self-emp-inc,145441
31885,35, ?,273558
31886,50, Local-gov,117496
31887,36, Private,128876
31888,21, Private,199698
31889,38, Private,65390
31890,46, Private,128645
31891,59, Private,53481
31892,55, Private,92215
31893,49, Local-gov,78859
31894,59, Self-emp-inc,187502
31895,38, Private,242080
31896,22, Private,41837
31897,28, Private,291374
31898,47, Private,148995
31899,59, Private,159008
31900,37, Private,271013
31901,33, Private,199046
31902,34, Private,164280
31903,35, Local-gov,116960
31904,55, Private,100054
31905,18, Private,183824
31906,48, Private,313925
31907,48, Private,379883
31908,70, ?,92593
31909,27, Private,189777
31910,43, Private,198330
31911,32, Private,127451
31912,62, ?,31577
31913,18, ?,90230
31914,50, Private,301024
31915,38, Self-emp-not-inc,175732
31916,18, Private,218889
31917,46, Private,117605
31918,26, Private,154571
31919,44, Private,228057
31920,32, Private,173998
31921,25, Private,90752
31922,55, Private,51008
31923,55, Federal-gov,113398
31924,25, Private,74977
31925,40, Private,101593
31926,29, Private,228346
31927,60, Private,180418
31928,45, Private,44489
31929,43, Self-emp-not-inc,277488
31930,24, Private,103064
31931,34, Private,226872
31932,47, Self-emp-not-inc,330416
31933,24, Private,186495
31934,47, State-gov,205712
31935,18, Private,217743
31936,50, Self-emp-inc,52565
31937,22, Private,239954
31938,49, Self-emp-not-inc,349986
31939,41, Private,117585
31940,68, Self-emp-not-inc,122094
